environment,company_id,month,transaction_count,transaction_volume_usd,top5_customer_concentration_pct,anomaly_flag
Realistic Baseline,OXC-003,2026-03-01,11,3861.0,0.96,0
Realistic Baseline,OXC-003,2026-04-01,8,3090.0,0.96,0
Realistic Baseline,OXC-003,2026-05-01,18,3038.0,0.96,1
Realistic Baseline,OXC-003,2026-06-01,9,3207.0,0.96,0
Realistic Baseline,OXC-003,2026-07-01,11,3087.0,0.96,1
Realistic Baseline,OXC-004,2024-08-01,261,65903.0,0.42,0
Realistic Baseline,OXC-004,2024-09-01,189,68872.0,0.33,0
Realistic Baseline,OXC-004,2024-10-01,155,58722.0,0.34,1
Realistic Baseline,OXC-004,2024-11-01,316,62570.0,0.33,0
Realistic Baseline,OXC-004,2024-12-01,245,48235.0,0.38,0
Realistic Baseline,OXC-004,2025-01-01,206,51791.0,0.39,0
Realistic Baseline,OXC-004,2025-02-01,127,40560.0,0.38,0
Realistic Baseline,OXC-004,2025-03-01,202,39179.0,0.46,0
Realistic Baseline,OXC-004,2025-04-01,162,44834.0,0.58,0
Realistic Baseline,OXC-004,2025-05-01,251,43041.0,0.77,0
Realistic Baseline,OXC-004,2025-06-01,146,31698.0,0.77,0
Realistic Baseline,OXC-004,2025-07-01,174,38691.0,0.96,0
Realistic Baseline,OXC-004,2025-08-01,84,33960.0,0.96,0
Realistic Baseline,OXC-004,2025-09-01,89,17350.0,0.96,0
Realistic Baseline,OXC-004,2025-10-01,36,14274.0,0.96,0
Realistic Baseline,OXC-004,2025-11-01,34,10225.0,0.96,1
Realistic Baseline,OXC-004,2025-12-01,27,9388.0,0.96,0
Realistic Baseline,OXC-004,2026-01-01,14,5311.0,0.96,1
Realistic Baseline,OXC-004,2026-02-01,15,3394.0,0.96,0
Realistic Baseline,OXC-004,2026-03-01,12,3324.0,0.96,0
Realistic Baseline,OXC-004,2026-04-01,14,2653.0,0.96,0
Realistic Baseline,OXC-004,2026-05-01,9,3285.0,0.96,1
Realistic Baseline,OXC-004,2026-06-01,15,3559.0,0.96,0
Realistic Baseline,OXC-004,2026-07-01,9,2688.0,0.96,1
Realistic Baseline,OXC-005,2024-08-01,1003,154319.0,0.25,0
Realistic Baseline,OXC-005,2024-09-01,559,145273.0,0.5,0
Realistic Baseline,OXC-005,2024-10-01,349,122804.0,0.1,0
Realistic Baseline,OXC-005,2024-11-01,471,149552.0,0.35,0
Realistic Baseline,OXC-005,2024-12-01,568,131275.0,0.26,0
Realistic Baseline,OXC-005,2025-01-01,420,164266.0,0.31,0
Realistic Baseline,OXC-005,2025-02-01,385,124413.0,0.29,0
Realistic Baseline,OXC-005,2025-03-01,594,158046.0,0.33,0
Realistic Baseline,OXC-005,2025-04-01,389,132416.0,0.44,0
Realistic Baseline,OXC-005,2025-05-01,533,138119.0,0.33,0
Realistic Baseline,OXC-005,2025-06-01,373,152102.0,0.11,0
Realistic Baseline,OXC-005,2025-07-01,720,143370.0,0.36,0
Realistic Baseline,OXC-005,2025-08-01,735,133401.0,0.63,0
Realistic Baseline,OXC-005,2025-09-01,411,115312.0,0.28,0
Realistic Baseline,OXC-005,2025-10-01,306,105232.0,0.24,0
Realistic Baseline,OXC-005,2025-11-01,413,107247.0,0.58,1
Realistic Baseline,OXC-005,2025-12-01,322,89497.0,0.35,0
Realistic Baseline,OXC-005,2026-01-01,400,73903.0,0.27,0
Realistic Baseline,OXC-005,2026-02-01,281,99518.0,0.34,0
Realistic Baseline,OXC-005,2026-03-01,327,108357.0,0.44,0
Realistic Baseline,OXC-005,2026-04-01,350,109386.0,0.4,0
Realistic Baseline,OXC-005,2026-05-01,392,136402.0,0.3,0
Realistic Baseline,OXC-005,2026-06-01,664,103225.0,0.21,0
Realistic Baseline,OXC-005,2026-07-01,411,136448.0,0.26,0
Realistic Baseline,OXC-006,2024-08-01,763,115500.0,0.58,0
Realistic Baseline,OXC-006,2024-09-01,278,104683.0,0.35,0
Realistic Baseline,OXC-006,2024-10-01,262,104311.0,0.3,0
Realistic Baseline,OXC-006,2024-11-01,396,120945.0,0.43,1
Realistic Baseline,OXC-006,2024-12-01,384,140837.0,0.28,0
Realistic Baseline,OXC-006,2025-01-01,683,150997.0,0.4,0
Realistic Baseline,OXC-006,2025-02-01,516,117604.0,0.25,0
Realistic Baseline,OXC-006,2025-03-01,359,119670.0,0.48,0
Realistic Baseline,OXC-006,2025-04-01,393,107026.0,0.57,0
Realistic Baseline,OXC-006,2025-05-01,272,92276.0,0.75,1
Realistic Baseline,OXC-006,2025-06-01,453,114585.0,0.96,0
Realistic Baseline,OXC-006,2025-07-01,175,87971.0,0.96,1
Realistic Baseline,OXC-006,2025-08-01,202,67212.0,0.96,0
Realistic Baseline,OXC-006,2025-09-01,163,37666.0,0.96,1
Realistic Baseline,OXC-006,2025-10-01,102,27675.0,0.96,1
Realistic Baseline,OXC-006,2025-11-01,55,15589.0,0.96,1
Realistic Baseline,OXC-006,2025-12-01,25,8535.0,0.96,0
Realistic Baseline,OXC-006,2026-01-01,19,6807.0,0.96,1
Realistic Baseline,OXC-006,2026-02-01,9,3568.0,0.96,1
Realistic Baseline,OXC-006,2026-03-01,11,2631.0,0.96,0
Realistic Baseline,OXC-006,2026-04-01,8,2580.0,0.96,1
Realistic Baseline,OXC-006,2026-05-01,12,2848.0,0.96,1
Realistic Baseline,OXC-006,2026-06-01,20,3054.0,0.96,0
Realistic Baseline,OXC-006,2026-07-01,11,3183.0,0.96,1
Realistic Baseline,OXC-007,2024-08-01,385,124159.0,0.28,0
Realistic Baseline,OXC-007,2024-09-01,735,110264.0,0.37,0
Realistic Baseline,OXC-007,2024-10-01,984,118882.0,0.4,0
Realistic Baseline,OXC-007,2024-11-01,622,117056.0,0.36,0
Realistic Baseline,OXC-007,2024-12-01,290,106557.0,0.37,1
Realistic Baseline,OXC-007,2025-01-01,355,129888.0,0.44,0
Realistic Baseline,OXC-007,2025-02-01,651,136927.0,0.31,0
Realistic Baseline,OXC-007,2025-03-01,775,178167.0,0.2,0
Realistic Baseline,OXC-007,2025-04-01,542,157196.0,0.16,0
Realistic Baseline,OXC-007,2025-05-01,430,129566.0,0.1,0
Realistic Baseline,OXC-007,2025-06-01,538,159439.0,0.34,0
Realistic Baseline,OXC-007,2025-07-01,375,153674.0,0.23,0
Realistic Baseline,OXC-007,2025-08-01,406,140518.0,0.29,0
Realistic Baseline,OXC-007,2025-09-01,1266,209114.0,0.47,0
Realistic Baseline,OXC-007,2025-10-01,599,182293.0,0.49,0
Realistic Baseline,OXC-007,2025-11-01,985,201487.0,0.39,0
Realistic Baseline,OXC-007,2025-12-01,1036,221557.0,0.29,0
Realistic Baseline,OXC-007,2026-01-01,962,271360.0,0.3,0
Realistic Baseline,OXC-007,2026-02-01,696,230050.0,0.14,0
Realistic Baseline,OXC-007,2026-03-01,607,234156.0,0.27,0
Realistic Baseline,OXC-007,2026-04-01,756,246786.0,0.24,0
Realistic Baseline,OXC-007,2026-05-01,539,207964.0,0.47,0
Realistic Baseline,OXC-007,2026-06-01,670,238725.0,0.36,0
Realistic Baseline,OXC-007,2026-07-01,1159,183437.0,0.35,0
Realistic Baseline,OXC-008,2024-08-01,400,128519.0,0.17,0
Realistic Baseline,OXC-008,2024-09-01,415,131214.0,0.38,0
Realistic Baseline,OXC-008,2024-10-01,414,138740.0,0.4,0
Realistic Baseline,OXC-008,2024-11-01,865,158844.0,0.34,0
Realistic Baseline,OXC-008,2024-12-01,1038,189589.0,0.28,0
Realistic Baseline,OXC-008,2025-01-01,873,150098.0,0.42,0
Realistic Baseline,OXC-008,2025-02-01,598,108314.0,0.15,0
Realistic Baseline,OXC-008,2025-03-01,390,146055.0,0.33,0
Realistic Baseline,OXC-008,2025-04-01,839,119371.0,0.5,0
Realistic Baseline,OXC-008,2025-05-01,557,173363.0,0.5,0
Realistic Baseline,OXC-008,2025-06-01,597,156028.0,0.43,0
Realistic Baseline,OXC-008,2025-07-01,620,188629.0,0.28,0
Realistic Baseline,OXC-008,2025-08-01,1091,226825.0,0.25,0
Realistic Baseline,OXC-008,2025-09-01,635,192599.0,0.38,0
Realistic Baseline,OXC-008,2025-10-01,803,221220.0,0.22,0
Realistic Baseline,OXC-008,2025-11-01,630,193709.0,0.16,0
Realistic Baseline,OXC-008,2025-12-01,421,195205.0,0.37,0
Realistic Baseline,OXC-008,2026-01-01,553,190736.0,0.51,1
Realistic Baseline,OXC-008,2026-02-01,415,177651.0,0.38,0
Realistic Baseline,OXC-008,2026-03-01,481,149571.0,0.45,0
Realistic Baseline,OXC-008,2026-04-01,997,190980.0,0.43,0
Realistic Baseline,OXC-008,2026-05-01,844,176977.0,0.42,0
Realistic Baseline,OXC-008,2026-06-01,770,183786.0,0.21,0
Realistic Baseline,OXC-008,2026-07-01,853,212552.0,0.19,0
Realistic Baseline,OXC-009,2024-08-01,382,72452.0,0.37,0
Realistic Baseline,OXC-009,2024-09-01,352,80320.0,0.34,0
Realistic Baseline,OXC-009,2024-10-01,206,68074.0,0.26,0
Realistic Baseline,OXC-009,2024-11-01,193,56558.0,0.2,0
Realistic Baseline,OXC-009,2024-12-01,162,60425.0,0.37,0
Realistic Baseline,OXC-009,2025-01-01,197,61219.0,0.26,0
Realistic Baseline,OXC-009,2025-02-01,196,72174.0,0.29,0
Realistic Baseline,OXC-009,2025-03-01,351,72065.0,0.41,0
Realistic Baseline,OXC-009,2025-04-01,274,75079.0,0.22,0
Realistic Baseline,OXC-009,2025-05-01,241,67967.0,0.41,0
Realistic Baseline,OXC-009,2025-06-01,181,71486.0,0.56,0
Realistic Baseline,OXC-009,2025-07-01,156,65609.0,0.31,0
Realistic Baseline,OXC-009,2025-08-01,245,77134.0,0.11,0
Realistic Baseline,OXC-009,2025-09-01,395,71793.0,0.31,0
Realistic Baseline,OXC-009,2025-10-01,292,72630.0,0.59,0
Realistic Baseline,OXC-009,2025-11-01,153,53973.0,0.68,0
Realistic Baseline,OXC-009,2025-12-01,209,56016.0,0.96,0
Realistic Baseline,OXC-009,2026-01-01,204,47721.0,0.91,0
Realistic Baseline,OXC-009,2026-02-01,135,50976.0,0.96,0
Realistic Baseline,OXC-009,2026-03-01,94,36374.0,0.96,1
Realistic Baseline,OXC-009,2026-04-01,99,35948.0,0.96,0
Realistic Baseline,OXC-009,2026-05-01,75,25692.0,0.96,0
Realistic Baseline,OXC-009,2026-06-01,72,19169.0,0.96,0
Realistic Baseline,OXC-009,2026-07-01,61,12500.0,0.96,0
Realistic Baseline,OXC-010,2024-08-01,849,155277.0,0.18,0
Realistic Baseline,OXC-010,2024-09-01,874,166309.0,0.34,0
Realistic Baseline,OXC-010,2024-10-01,405,157415.0,0.46,0
Realistic Baseline,OXC-010,2024-11-01,1255,252853.0,0.38,0
Realistic Baseline,OXC-010,2024-12-01,498,173219.0,0.2,0
Realistic Baseline,OXC-010,2025-01-01,927,151148.0,0.26,0
Realistic Baseline,OXC-010,2025-02-01,627,157764.0,0.43,0
Realistic Baseline,OXC-010,2025-03-01,448,135954.0,0.14,0
Realistic Baseline,OXC-010,2025-04-01,529,193213.0,0.28,0
Realistic Baseline,OXC-010,2025-05-01,536,181164.0,0.22,0
Realistic Baseline,OXC-010,2025-06-01,685,211614.0,0.38,0
Realistic Baseline,OXC-010,2025-07-01,525,216925.0,0.44,0
Realistic Baseline,OXC-010,2025-08-01,500,186310.0,0.16,0
Realistic Baseline,OXC-010,2025-09-01,729,225921.0,0.34,0
Realistic Baseline,OXC-010,2025-10-01,578,173815.0,0.35,0
Realistic Baseline,OXC-010,2025-11-01,689,179879.0,0.32,0
Realistic Baseline,OXC-010,2025-12-01,941,179702.0,0.4,0
Realistic Baseline,OXC-010,2026-01-01,430,176251.0,0.52,1
Realistic Baseline,OXC-010,2026-02-01,465,172764.0,0.22,0
Realistic Baseline,OXC-010,2026-03-01,572,125265.0,0.29,0
Realistic Baseline,OXC-010,2026-04-01,538,178602.0,0.21,1
Realistic Baseline,OXC-010,2026-05-01,348,125887.0,0.44,0
Realistic Baseline,OXC-010,2026-06-01,883,212312.0,0.29,0
Realistic Baseline,OXC-010,2026-07-01,467,161017.0,0.24,0
Realistic Baseline,OXC-011,2024-08-01,958,231918.0,0.2,0
Realistic Baseline,OXC-011,2024-09-01,521,185893.0,0.35,0
Realistic Baseline,OXC-011,2024-10-01,1028,171458.0,0.47,0
Realistic Baseline,OXC-011,2024-11-01,384,135750.0,0.45,1
Realistic Baseline,OXC-011,2024-12-01,749,150712.0,0.49,0
Realistic Baseline,OXC-011,2025-01-01,313,127229.0,0.44,0
Realistic Baseline,OXC-011,2025-02-01,430,139080.0,0.41,0
Realistic Baseline,OXC-011,2025-03-01,743,121357.0,0.25,0
Realistic Baseline,OXC-011,2025-04-01,362,119823.0,0.23,0
Realistic Baseline,OXC-011,2025-05-01,328,102571.0,0.1,0
Realistic Baseline,OXC-011,2025-06-01,319,121559.0,0.41,0
Realistic Baseline,OXC-011,2025-07-01,363,103245.0,0.29,0
Realistic Baseline,OXC-011,2025-08-01,406,137647.0,0.32,0
Realistic Baseline,OXC-011,2025-09-01,326,118727.0,0.45,0
Realistic Baseline,OXC-011,2025-10-01,505,114498.0,0.33,0
Realistic Baseline,OXC-011,2025-11-01,391,150569.0,0.44,1
Realistic Baseline,OXC-011,2025-12-01,369,112223.0,0.27,1
Realistic Baseline,OXC-011,2026-01-01,358,141534.0,0.25,0
Realistic Baseline,OXC-011,2026-02-01,346,138152.0,0.36,0
Realistic Baseline,OXC-011,2026-03-01,465,125916.0,0.14,0
Realistic Baseline,OXC-011,2026-04-01,260,112858.0,0.34,0
Realistic Baseline,OXC-011,2026-05-01,486,104096.0,0.38,0
Realistic Baseline,OXC-011,2026-06-01,292,116381.0,0.1,0
Realistic Baseline,OXC-011,2026-07-01,344,104072.0,0.38,0
Realistic Baseline,OXC-012,2024-08-01,446,183241.0,0.28,0
Realistic Baseline,OXC-012,2024-09-01,339,139894.0,0.31,0
Realistic Baseline,OXC-012,2024-10-01,525,160067.0,0.3,0
Realistic Baseline,OXC-012,2024-11-01,1300,183438.0,0.34,1
Realistic Baseline,OXC-012,2024-12-01,652,169764.0,0.45,0
Realistic Baseline,OXC-012,2025-01-01,976,208745.0,0.25,0
Realistic Baseline,OXC-012,2025-02-01,668,226108.0,0.43,0
Realistic Baseline,OXC-012,2025-03-01,816,212256.0,0.49,0
Realistic Baseline,OXC-012,2025-04-01,815,247037.0,0.64,1
Realistic Baseline,OXC-012,2025-05-01,1322,267250.0,0.53,1
Realistic Baseline,OXC-012,2025-06-01,1102,252050.0,0.62,1
Realistic Baseline,OXC-012,2025-07-01,633,271050.0,0.41,0
Realistic Baseline,OXC-012,2025-08-01,1057,150785.0,0.29,0
Realistic Baseline,OXC-012,2025-09-01,1069,227852.0,0.22,0
Realistic Baseline,OXC-012,2025-10-01,454,148919.0,0.41,0
Realistic Baseline,OXC-012,2025-11-01,760,182320.0,0.36,0
Realistic Baseline,OXC-012,2025-12-01,519,175208.0,0.36,1
Realistic Baseline,OXC-012,2026-01-01,634,146621.0,0.39,0
Realistic Baseline,OXC-012,2026-02-01,374,161574.0,0.41,1
Realistic Baseline,OXC-012,2026-03-01,308,140493.0,0.11,0
Realistic Baseline,OXC-012,2026-04-01,374,141745.0,0.32,0
Realistic Baseline,OXC-012,2026-05-01,374,152376.0,0.4,0
Realistic Baseline,OXC-012,2026-06-01,663,101113.0,0.32,0
Realistic Baseline,OXC-012,2026-07-01,622,107037.0,0.51,0
Realistic Baseline,OXC-013,2024-08-01,900,192743.0,0.18,0
Realistic Baseline,OXC-013,2024-09-01,1028,227828.0,0.4,0
Realistic Baseline,OXC-013,2024-10-01,734,190470.0,0.47,0
Realistic Baseline,OXC-013,2024-11-01,549,215266.0,0.38,0
Realistic Baseline,OXC-013,2024-12-01,948,176718.0,0.16,0
Realistic Baseline,OXC-013,2025-01-01,682,168388.0,0.45,0
Realistic Baseline,OXC-013,2025-02-01,695,156366.0,0.38,0
Realistic Baseline,OXC-013,2025-03-01,793,156732.0,0.45,0
Realistic Baseline,OXC-013,2025-04-01,607,147427.0,0.43,0
Realistic Baseline,OXC-013,2025-05-01,713,142248.0,0.17,0
Realistic Baseline,OXC-013,2025-06-01,468,140183.0,0.41,0
Realistic Baseline,OXC-013,2025-07-01,442,193568.0,0.37,0
Realistic Baseline,OXC-013,2025-08-01,880,144856.0,0.43,0
Realistic Baseline,OXC-013,2025-09-01,544,135425.0,0.1,0
Realistic Baseline,OXC-013,2025-10-01,410,147865.0,0.44,0
Realistic Baseline,OXC-013,2025-11-01,370,151997.0,0.43,0
Realistic Baseline,OXC-013,2025-12-01,643,134132.0,0.36,0
Realistic Baseline,OXC-013,2026-01-01,371,149778.0,0.28,0
Realistic Baseline,OXC-013,2026-02-01,405,111877.0,0.29,0
Realistic Baseline,OXC-013,2026-03-01,751,154818.0,0.35,0
Realistic Baseline,OXC-013,2026-04-01,712,159134.0,0.2,1
Realistic Baseline,OXC-013,2026-05-01,840,164751.0,0.21,0
Realistic Baseline,OXC-013,2026-06-01,572,166244.0,0.37,0
Realistic Baseline,OXC-013,2026-07-01,668,172763.0,0.25,0
Realistic Baseline,OXC-014,2024-08-01,360,95329.0,0.45,0
Realistic Baseline,OXC-014,2024-09-01,443,98597.0,0.31,0
Realistic Baseline,OXC-014,2024-10-01,198,81077.0,0.41,0
Realistic Baseline,OXC-014,2024-11-01,379,69785.0,0.33,0
Realistic Baseline,OXC-014,2024-12-01,414,68641.0,0.34,0
Realistic Baseline,OXC-014,2025-01-01,292,75953.0,0.37,0
Realistic Baseline,OXC-014,2025-02-01,189,71120.0,0.37,0
Realistic Baseline,OXC-014,2025-03-01,214,59099.0,0.31,0
Realistic Baseline,OXC-014,2025-04-01,211,72447.0,0.31,0
Realistic Baseline,OXC-014,2025-05-01,349,67407.0,0.21,0
Realistic Baseline,OXC-014,2025-06-01,174,64277.0,0.36,0
Realistic Baseline,OXC-014,2025-07-01,138,64936.0,0.27,0
Realistic Baseline,OXC-014,2025-08-01,464,61637.0,0.28,0
Realistic Baseline,OXC-014,2025-09-01,307,67924.0,0.29,0
Realistic Baseline,OXC-014,2025-10-01,253,71446.0,0.13,0
Realistic Baseline,OXC-014,2025-11-01,396,71866.0,0.23,0
Realistic Baseline,OXC-014,2025-12-01,252,60539.0,0.36,0
Realistic Baseline,OXC-014,2026-01-01,230,77401.0,0.34,0
Realistic Baseline,OXC-014,2026-02-01,185,76810.0,0.36,0
Realistic Baseline,OXC-014,2026-03-01,190,64419.0,0.44,0
Realistic Baseline,OXC-014,2026-04-01,313,72526.0,0.19,0
Realistic Baseline,OXC-014,2026-05-01,429,75180.0,0.22,0
Realistic Baseline,OXC-014,2026-06-01,229,80055.0,0.28,0
Realistic Baseline,OXC-014,2026-07-01,331,91119.0,0.51,0
Realistic Baseline,OXC-015,2024-08-01,873,168562.0,0.33,0
Realistic Baseline,OXC-015,2024-09-01,393,139080.0,0.27,0
Realistic Baseline,OXC-015,2024-10-01,561,155426.0,0.25,0
Realistic Baseline,OXC-015,2024-11-01,469,124072.0,0.27,0
Realistic Baseline,OXC-015,2024-12-01,823,173580.0,0.58,0
Realistic Baseline,OXC-015,2025-01-01,1018,188135.0,0.15,0
Realistic Baseline,OXC-015,2025-02-01,443,158564.0,0.41,0
Realistic Baseline,OXC-015,2025-03-01,776,190544.0,0.32,0
Realistic Baseline,OXC-015,2025-04-01,472,145836.0,0.16,0
Realistic Baseline,OXC-015,2025-05-01,855,172771.0,0.54,0
Realistic Baseline,OXC-015,2025-06-01,583,140706.0,0.26,0
Realistic Baseline,OXC-015,2025-07-01,620,165083.0,0.22,0
Realistic Baseline,OXC-015,2025-08-01,936,124465.0,0.35,0
Realistic Baseline,OXC-015,2025-09-01,337,140940.0,0.31,0
Realistic Baseline,OXC-015,2025-10-01,413,113965.0,0.33,0
Realistic Baseline,OXC-015,2025-11-01,271,122466.0,0.18,0
Realistic Baseline,OXC-015,2025-12-01,599,86745.0,0.39,0
Realistic Baseline,OXC-015,2026-01-01,339,97112.0,0.32,0
Realistic Baseline,OXC-015,2026-02-01,464,127382.0,0.41,0
Realistic Baseline,OXC-015,2026-03-01,766,120360.0,0.22,0
Realistic Baseline,OXC-015,2026-04-01,288,95922.0,0.39,0
Realistic Baseline,OXC-015,2026-05-01,330,96388.0,0.32,0
Realistic Baseline,OXC-015,2026-06-01,319,111067.0,0.28,0
Realistic Baseline,OXC-015,2026-07-01,452,101091.0,0.51,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-08-01,771,146333.0,0.43,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-09-01,500,152822.0,0.27,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-10-01,494,159919.0,0.24,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-11-01,568,168966.0,0.54,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-12-01,554,241048.0,0.35,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-01-01,1025,222831.0,0.24,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-02-01,1068,194853.0,0.48,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-03-01,828,138477.0,0.49,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-04-01,889,189353.0,0.24,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-05-01,720,217756.0,0.54,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-06-01,732,260180.0,0.44,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-07-01,679,235838.0,0.35,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-08-01,583,182047.0,0.26,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-09-01,501,156721.0,0.48,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-10-01,436,186057.0,0.56,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-11-01,687,218127.0,0.29,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-12-01,724,190054.0,0.37,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-01-01,466,169995.0,0.19,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-02-01,808,273121.0,0.39,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-03-01,633,209549.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-04-01,787,210645.0,0.31,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-05-01,1150,383200.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-06-01,1167,289895.0,0.41,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-07-01,898,287686.0,0.32,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-08-01,168,26041.0,0.21,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-09-01,231,32910.0,0.26,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-10-01,77,29334.0,0.32,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-11-01,105,26364.0,0.27,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-12-01,177,34234.0,0.6,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-01-01,126,43697.0,0.41,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-02-01,131,39180.0,0.3,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-03-01,199,46436.0,0.49,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-04-01,177,63097.0,0.44,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-05-01,264,41451.0,0.35,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-06-01,239,66476.0,0.27,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-07-01,127,47550.0,0.54,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-08-01,318,52664.0,0.35,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-09-01,95,30335.0,0.49,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-10-01,196,33468.0,0.54,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-11-01,168,34849.0,0.53,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-12-01,147,31475.0,0.43,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-01-01,108,38308.0,0.21,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-02-01,115,35743.0,0.23,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-03-01,85,34798.0,0.4,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-04-01,112,32524.0,0.18,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-05-01,139,51238.0,0.43,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-06-01,158,37682.0,0.3,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-07-01,92,33904.0,0.54,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-08-01,793,100121.0,0.38,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-09-01,461,130909.0,0.25,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-10-01,494,166053.0,0.41,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-11-01,457,181499.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-12-01,945,236582.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-01-01,559,143171.0,0.37,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-02-01,861,274461.0,0.25,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-03-01,522,225077.0,0.24,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-04-01,1075,262627.0,0.31,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-05-01,577,191761.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-06-01,1189,215680.0,0.34,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-07-01,744,118236.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-08-01,1308,178314.0,0.57,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-09-01,570,176308.0,0.47,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-10-01,413,197009.0,0.26,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-11-01,501,203747.0,0.6,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-12-01,308,165696.0,0.13,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-01-01,631,137780.0,0.33,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-02-01,994,207637.0,0.18,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-03-01,827,157880.0,0.45,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-04-01,574,236531.0,0.49,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-05-01,493,212300.0,0.52,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-06-01,579,164306.0,0.25,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-07-01,950,236312.0,0.18,1
