environment,company_id,month,amount_due_usd,amount_paid_usd,days_late,payment_status
Realistic Baseline,OXC-007,2024-11-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2024-12-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-01-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-02-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-03-01,16290.0,16290.0,1,Late
Realistic Baseline,OXC-007,2025-04-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-05-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-06-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-07-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-08-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-09-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-10-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-11-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2025-12-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2026-01-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2026-02-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2026-03-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2026-04-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2026-05-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2026-06-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-007,2026-07-01,16290.0,16290.0,0,On Time
Realistic Baseline,OXC-008,2024-08-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2024-09-01,22050.0,22050.0,5,Late
Realistic Baseline,OXC-008,2024-10-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2024-11-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2024-12-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-01-01,22050.0,22050.0,4,Late
Realistic Baseline,OXC-008,2025-02-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-03-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-04-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-05-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-06-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-07-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-08-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-09-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-10-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-11-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2025-12-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2026-01-01,22050.0,22050.0,1,Late
Realistic Baseline,OXC-008,2026-02-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2026-03-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2026-04-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2026-05-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2026-06-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-008,2026-07-01,22050.0,22050.0,0,On Time
Realistic Baseline,OXC-010,2024-08-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2024-09-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2024-10-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2024-11-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2024-12-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-01-01,16380.0,16380.0,1,Late
Realistic Baseline,OXC-010,2025-02-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-03-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-04-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-05-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-06-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-07-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-08-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-09-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-10-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2025-11-01,16380.0,16380.0,3,Late
Realistic Baseline,OXC-010,2025-12-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2026-01-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2026-02-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2026-03-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2026-04-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2026-05-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2026-06-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-010,2026-07-01,16380.0,16380.0,0,On Time
Realistic Baseline,OXC-012,2024-08-01,25875.0,25875.0,1,Late
Realistic Baseline,OXC-012,2024-09-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2024-10-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2024-11-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2024-12-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-01-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-02-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-03-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-04-01,25875.0,25875.0,1,Late
Realistic Baseline,OXC-012,2025-05-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-06-01,25875.0,25875.0,7,Late
Realistic Baseline,OXC-012,2025-07-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-08-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-09-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-10-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-11-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2025-12-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2026-01-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2026-02-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2026-03-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2026-04-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2026-05-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2026-06-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-012,2026-07-01,25875.0,25875.0,0,On Time
Realistic Baseline,OXC-013,2024-08-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2024-09-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2024-10-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2024-11-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2024-12-01,19350.0,19350.0,6,Late
Realistic Baseline,OXC-013,2025-01-01,19350.0,19350.0,6,Late
Realistic Baseline,OXC-013,2025-02-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-03-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-04-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-05-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-06-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-07-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-08-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-09-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-10-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-11-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2025-12-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2026-01-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2026-02-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2026-03-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2026-04-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2026-05-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-013,2026-06-01,19350.0,19350.0,10,Late
Realistic Baseline,OXC-013,2026-07-01,19350.0,19350.0,0,On Time
Realistic Baseline,OXC-015,2024-08-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2024-09-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2024-10-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2024-11-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2024-12-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-01-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-02-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-03-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-04-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-05-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-06-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-07-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-08-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-09-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-10-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-11-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2025-12-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2026-01-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2026-02-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2026-03-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2026-04-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2026-05-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2026-06-01,24300.0,24300.0,0,On Time
Realistic Baseline,OXC-015,2026-07-01,24300.0,24300.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-08-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-09-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-10-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-11-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-12-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-01-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-02-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-03-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-04-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-05-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-06-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-07-01,19845.0,19845.0,7,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-08-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-09-01,19845.0,19845.0,4,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-10-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-11-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-12-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-01-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-02-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-03-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-04-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-05-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-06-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-07-01,19845.0,19845.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-08-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-09-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-10-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-11-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-12-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-01-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-02-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-03-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-04-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-05-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-06-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-07-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-08-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-09-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-10-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-11-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-12-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-01-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-02-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-03-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-04-01,24345.0,24345.0,3,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-05-01,24345.0,24345.0,1,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-06-01,24345.0,24345.0,5,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-07-01,24345.0,24345.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-08-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-09-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-10-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-11-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-12-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-01-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-02-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-03-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-04-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-05-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-06-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-07-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-08-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-09-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-10-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-11-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-12-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-01-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-02-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-03-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-04-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-05-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-06-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-07-01,23670.0,23670.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-08-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-09-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-10-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-11-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-12-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-01-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-02-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-03-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-04-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-05-01,13950.0,13950.0,4,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-06-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-07-01,13950.0,13950.0,12,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-08-01,13950.0,13950.0,14,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-09-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-10-01,13950.0,13950.0,15,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-11-01,13950.0,13950.0,18,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-12-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-01-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-02-01,13950.0,13950.0,20,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-03-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-04-01,13950.0,13950.0,16,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-05-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-06-01,13950.0,13950.0,23,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-07-01,13950.0,13950.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-08-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-09-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-10-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-11-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-12-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-01-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-02-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-03-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-04-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-05-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-06-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-07-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-08-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-09-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-10-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-11-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-12-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-01-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-02-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-03-01,15210.0,15210.0,9,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-04-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-05-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-06-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-07-01,15210.0,15210.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-08-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-09-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-10-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-11-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-12-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-01-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-02-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-03-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-04-01,18225.0,18225.0,9,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-05-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-06-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-07-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-08-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-09-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-10-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-11-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-12-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-01-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-02-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-03-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-04-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-05-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-06-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-07-01,18225.0,18225.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-08-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-09-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-10-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-11-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-12-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-01-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-02-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-03-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-04-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-05-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-06-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-07-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-08-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-09-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-10-01,19440.0,19440.0,0,On Time
