environment,company_id,month,revenue_usd,cogs_usd,gross_margin_pct,opex_usd,ebitda_usd,cash_balance_usd,accounts_receivable_days,accounts_payable_days,inventory_turnover_days
Stable Market,OXC-010,2025-10-01,117286.0,85594.0,0.27,24984.0,6708.0,305744.0,21.6,44.6,39.5
Stable Market,OXC-010,2025-11-01,116562.0,83983.0,0.279,23220.0,9358.0,298081.0,21.8,47.8,37.1
Stable Market,OXC-010,2025-12-01,128671.0,94146.0,0.268,17259.0,17266.0,309738.0,20.0,30.8,40.6
Stable Market,OXC-010,2026-01-01,128275.0,96602.0,0.247,17158.0,14515.0,316185.0,17.8,48.6,41.2
Stable Market,OXC-010,2026-02-01,124456.0,85606.0,0.312,24597.0,14254.0,327671.0,15.0,38.7,35.2
Stable Market,OXC-010,2026-03-01,126620.0,92643.0,0.268,18384.0,15593.0,337461.0,15.0,29.1,30.9
Stable Market,OXC-010,2026-04-01,131773.0,96161.0,0.27,23963.0,11649.0,341284.0,16.5,29.9,32.0
Stable Market,OXC-010,2026-05-01,123717.0,88904.0,0.281,15532.0,19280.0,347612.0,19.2,34.6,34.4
Stable Market,OXC-010,2026-06-01,115769.0,83783.0,0.276,22575.0,9411.0,353374.0,19.7,37.5,29.9
Stable Market,OXC-010,2026-07-01,122370.0,86664.0,0.292,14854.0,20852.0,371389.0,19.5,35.1,27.9
Stable Market,OXC-011,2024-08-01,157810.0,108382.0,0.313,27792.0,21636.0,189142.0,31.5,47.1,32.2
Stable Market,OXC-011,2024-09-01,143368.0,103304.0,0.279,22026.0,18039.0,197054.0,31.7,41.4,38.6
Stable Market,OXC-011,2024-10-01,127183.0,89739.0,0.294,20506.0,16938.0,202788.0,30.4,44.6,26.2
Stable Market,OXC-011,2024-11-01,116005.0,84392.0,0.273,15816.0,15797.0,210682.0,26.4,39.1,28.1
Stable Market,OXC-011,2024-12-01,119458.0,80350.0,0.327,18465.0,20642.0,229686.0,27.4,27.9,30.4
Stable Market,OXC-011,2025-01-01,111581.0,77307.0,0.307,23050.0,11223.0,232001.0,24.8,43.0,41.6
Stable Market,OXC-011,2025-02-01,123128.0,84789.0,0.311,18564.0,19775.0,243888.0,25.7,45.2,38.1
Stable Market,OXC-011,2025-03-01,117920.0,81607.0,0.308,17569.0,18745.0,260358.0,24.7,45.8,41.4
Stable Market,OXC-011,2025-04-01,130386.0,88892.0,0.318,17254.0,24240.0,278860.0,27.9,28.8,40.6
Stable Market,OXC-011,2025-05-01,130597.0,89913.0,0.312,25307.0,15376.0,268037.0,28.1,28.1,29.7
Stable Market,OXC-011,2025-06-01,118020.0,80639.0,0.317,23032.0,14349.0,280281.0,26.2,39.3,23.9
Stable Market,OXC-011,2025-07-01,120945.0,88403.0,0.269,23438.0,9104.0,280419.0,27.9,32.0,44.9
Stable Market,OXC-011,2025-08-01,127852.0,90747.0,0.29,19581.0,17524.0,287166.0,28.5,40.4,25.7
Stable Market,OXC-011,2025-09-01,131949.0,89367.0,0.323,21025.0,21557.0,295818.0,26.5,33.8,24.4
Stable Market,OXC-011,2025-10-01,130022.0,89141.0,0.314,26529.0,14352.0,305325.0,23.8,43.9,29.2
Stable Market,OXC-011,2025-11-01,142961.0,99500.0,0.304,23284.0,20177.0,311011.0,26.4,42.8,43.4
Stable Market,OXC-011,2025-12-01,150188.0,103213.0,0.313,24134.0,22841.0,321479.0,24.2,32.8,43.0
Stable Market,OXC-011,2026-01-01,143357.0,101378.0,0.293,22250.0,19729.0,330482.0,23.6,29.4,21.8
Stable Market,OXC-011,2026-02-01,141391.0,96415.0,0.318,27861.0,17115.0,337835.0,23.1,30.6,21.6
Stable Market,OXC-011,2026-03-01,150091.0,99676.0,0.336,24439.0,25976.0,353563.0,20.5,36.4,31.9
Stable Market,OXC-011,2026-04-01,134482.0,95031.0,0.293,21587.0,17863.0,356820.0,22.2,50.0,22.0
Stable Market,OXC-011,2026-05-01,147765.0,103709.0,0.298,20970.0,23086.0,375750.0,25.8,44.8,42.4
Stable Market,OXC-011,2026-06-01,151233.0,101217.0,0.331,27980.0,22036.0,381828.0,27.0,40.0,27.0
Stable Market,OXC-011,2026-07-01,139717.0,94897.0,0.321,25506.0,19314.0,389144.0,28.6,28.0,27.4
Stable Market,OXC-012,2024-08-01,155726.0,123040.0,0.21,32148.0,538.0,96508.0,41.8,37.2,27.7
Stable Market,OXC-012,2024-09-01,144817.0,112400.0,0.224,20167.0,12250.0,97841.0,42.1,43.2,23.4
Stable Market,OXC-012,2024-10-01,161349.0,133396.0,0.173,26030.0,1922.0,89468.0,43.6,47.7,23.0
Stable Market,OXC-012,2024-11-01,176898.0,138775.0,0.216,33099.0,5024.0,95458.0,40.9,30.6,23.5
Stable Market,OXC-012,2024-12-01,157487.0,125711.0,0.202,21810.0,9965.0,95981.0,44.3,38.7,25.0
Stable Market,OXC-012,2025-01-01,151646.0,123941.0,0.183,33037.0,-5333.0,82704.0,43.8,45.0,25.1
Stable Market,OXC-012,2025-02-01,158838.0,130059.0,0.181,25098.0,3681.0,73247.0,42.8,29.6,44.2
Stable Market,OXC-012,2025-03-01,183887.0,142503.0,0.225,23766.0,17618.0,83857.0,40.8,49.5,42.3
Stable Market,OXC-012,2025-04-01,162382.0,129975.0,0.2,30093.0,2314.0,85028.0,37.4,49.2,44.2
Stable Market,OXC-012,2025-05-01,157616.0,122356.0,0.224,21706.0,13554.0,88317.0,36.2,33.6,21.3
Stable Market,OXC-012,2025-06-01,172484.0,133148.0,0.228,24762.0,14574.0,92616.0,34.2,49.1,44.6
Stable Market,OXC-012,2025-07-01,174293.0,136409.0,0.217,33839.0,4044.0,84663.0,36.9,32.2,42.4
Stable Market,OXC-012,2025-08-01,164602.0,128791.0,0.218,35111.0,700.0,82152.0,34.9,25.9,40.6
Stable Market,OXC-012,2025-09-01,165275.0,133454.0,0.193,31022.0,799.0,79528.0,32.4,25.4,27.1
Stable Market,OXC-012,2025-10-01,179895.0,144607.0,0.196,29151.0,6137.0,76950.0,33.0,43.1,30.2
Stable Market,OXC-012,2025-11-01,158865.0,127726.0,0.196,27349.0,3790.0,75956.0,36.1,46.1,24.6
Stable Market,OXC-012,2025-12-01,157230.0,126370.0,0.196,29236.0,1623.0,67420.0,38.0,37.3,30.5
Stable Market,OXC-012,2026-01-01,152299.0,120983.0,0.206,32987.0,-1671.0,57565.0,40.5,30.5,22.4
Stable Market,OXC-012,2026-02-01,168459.0,129482.0,0.231,23174.0,15803.0,58348.0,40.9,41.3,27.7
Stable Market,OXC-012,2026-03-01,162924.0,125931.0,0.227,29290.0,7702.0,56713.0,39.3,33.1,25.1
Stable Market,OXC-012,2026-04-01,174100.0,139167.0,0.201,30884.0,4049.0,54897.0,36.5,45.7,24.2
Stable Market,OXC-012,2026-05-01,171045.0,136501.0,0.202,35563.0,-1019.0,47737.0,38.0,32.0,41.7
Stable Market,OXC-012,2026-06-01,184519.0,148645.0,0.194,39441.0,-3568.0,36985.0,37.6,33.8,32.9
Stable Market,OXC-012,2026-07-01,166330.0,127100.0,0.236,22660.0,16569.0,44050.0,37.3,45.6,35.9
Stable Market,OXC-013,2024-08-01,137032.0,107541.0,0.215,26648.0,2842.0,128674.0,45.4,34.6,42.4
Stable Market,OXC-013,2024-09-01,149171.0,113467.0,0.239,20413.0,15291.0,139838.0,43.5,38.4,42.8
Stable Market,OXC-013,2024-10-01,152032.0,115519.0,0.24,20192.0,16321.0,148578.0,48.5,33.0,39.6
Stable Market,OXC-013,2024-11-01,150924.0,120365.0,0.202,21559.0,8999.0,150291.0,48.9,33.7,35.0
Stable Market,OXC-013,2024-12-01,142947.0,112906.0,0.21,26343.0,3698.0,147052.0,49.4,27.7,24.2
Stable Market,OXC-013,2025-01-01,150116.0,117661.0,0.216,27386.0,5070.0,146604.0,51.9,49.8,35.6
Stable Market,OXC-013,2025-02-01,151584.0,115044.0,0.241,30401.0,6138.0,147939.0,52.1,48.4,22.8
Stable Market,OXC-013,2025-03-01,151967.0,115087.0,0.243,28492.0,8387.0,154189.0,51.8,36.8,39.4
Stable Market,OXC-013,2025-04-01,168542.0,131204.0,0.222,20404.0,16933.0,169782.0,52.7,48.8,20.2
Stable Market,OXC-013,2025-05-01,162670.0,126860.0,0.22,34130.0,1681.0,158815.0,52.2,49.8,30.1
Stable Market,OXC-013,2025-06-01,162242.0,125546.0,0.226,22378.0,14318.0,164585.0,50.5,43.3,24.1
Stable Market,OXC-013,2025-07-01,150610.0,116406.0,0.227,30258.0,3946.0,160617.0,52.0,34.2,34.1
Stable Market,OXC-013,2025-08-01,141917.0,106616.0,0.249,19650.0,15652.0,160564.0,53.8,41.5,36.6
Stable Market,OXC-013,2025-09-01,152011.0,121133.0,0.203,21230.0,9648.0,160200.0,56.2,25.1,35.9
Stable Market,OXC-013,2025-10-01,156416.0,128001.0,0.182,20922.0,7493.0,164424.0,54.1,35.7,20.8
Stable Market,OXC-013,2025-11-01,147934.0,115265.0,0.221,30617.0,2052.0,156769.0,53.7,47.9,39.9
Stable Market,OXC-013,2025-12-01,168899.0,133055.0,0.212,34980.0,865.0,153076.0,54.4,37.3,42.4
Stable Market,OXC-013,2026-01-01,149894.0,121470.0,0.19,30488.0,-2064.0,138838.0,52.4,37.0,22.4
Stable Market,OXC-013,2026-02-01,147687.0,109061.0,0.262,29415.0,9210.0,134760.0,50.3,38.7,38.8
Stable Market,OXC-013,2026-03-01,142908.0,106832.0,0.252,28977.0,7100.0,129603.0,47.9,31.0,31.9
Stable Market,OXC-013,2026-04-01,152391.0,118013.0,0.226,28385.0,5993.0,123788.0,46.9,31.3,23.1
Stable Market,OXC-013,2026-05-01,141812.0,114666.0,0.191,23553.0,3593.0,116800.0,47.7,26.2,21.2
Stable Market,OXC-013,2026-06-01,143583.0,111946.0,0.22,17698.0,13940.0,115667.0,47.6,39.0,39.2
Stable Market,OXC-013,2026-07-01,125039.0,96506.0,0.228,21665.0,6868.0,116508.0,50.0,40.8,23.8
Stable Market,OXC-014,2024-08-01,156253.0,106241.0,0.32,25004.0,25008.0,188237.0,56.7,34.3,41.5
Stable Market,OXC-014,2024-09-01,160131.0,115444.0,0.279,25169.0,19519.0,195063.0,55.0,25.1,27.6
Stable Market,OXC-014,2024-10-01,144077.0,104970.0,0.271,27607.0,11500.0,198757.0,54.0,49.7,30.9
Stable Market,OXC-014,2024-11-01,147812.0,105886.0,0.284,26652.0,15273.0,204637.0,54.6,47.8,21.0
Stable Market,OXC-014,2024-12-01,142532.0,99921.0,0.299,28488.0,14124.0,209824.0,52.7,44.4,27.2
Stable Market,OXC-014,2025-01-01,150015.0,111892.0,0.254,32676.0,5447.0,208332.0,54.1,46.0,20.3
Stable Market,OXC-014,2025-02-01,148195.0,110403.0,0.255,26094.0,11698.0,209684.0,54.3,47.5,40.3
Stable Market,OXC-014,2025-03-01,155572.0,111628.0,0.282,20783.0,23161.0,223970.0,59.9,28.6,35.0
Stable Market,OXC-014,2025-04-01,143733.0,100407.0,0.301,29590.0,13736.0,220133.0,57.6,41.4,41.6
Stable Market,OXC-014,2025-05-01,149041.0,106557.0,0.285,24043.0,18440.0,225407.0,56.3,39.5,34.0
Stable Market,OXC-014,2025-06-01,131556.0,94145.0,0.284,25201.0,12210.0,229407.0,55.5,46.5,42.1
Stable Market,OXC-014,2025-07-01,153179.0,108129.0,0.294,23716.0,21335.0,232507.0,58.5,41.9,27.2
Stable Market,OXC-014,2025-08-01,143272.0,102916.0,0.282,31037.0,9319.0,233197.0,60.2,45.6,42.3
Stable Market,OXC-014,2025-09-01,164448.0,117340.0,0.286,34152.0,12956.0,240219.0,63.1,42.6,21.2
Stable Market,OXC-014,2025-10-01,160135.0,116444.0,0.273,34988.0,8704.0,242073.0,66.4,34.1,33.7
Stable Market,OXC-014,2025-11-01,173426.0,123176.0,0.29,31001.0,19249.0,250738.0,66.1,38.1,43.1
Stable Market,OXC-014,2025-12-01,176563.0,121939.0,0.309,23279.0,31345.0,262319.0,67.7,26.9,25.7
Stable Market,OXC-014,2026-01-01,186916.0,139411.0,0.254,40751.0,6753.0,261488.0,67.4,29.6,42.6
Stable Market,OXC-014,2026-02-01,195324.0,142230.0,0.272,30910.0,22184.0,269346.0,67.2,34.8,30.0
Stable Market,OXC-014,2026-03-01,201513.0,146775.0,0.272,40590.0,14148.0,264541.0,70.0,26.4,31.7
Stable Market,OXC-014,2026-04-01,191695.0,139198.0,0.274,34119.0,18378.0,274155.0,69.5,30.8,36.2
Stable Market,OXC-014,2026-05-01,173483.0,124464.0,0.283,25781.0,23238.0,283250.0,69.7,29.2,28.0
Stable Market,OXC-014,2026-06-01,190856.0,148004.0,0.225,27858.0,14994.0,282387.0,72.3,31.7,24.2
Stable Market,OXC-014,2026-07-01,199038.0,134535.0,0.324,34873.0,29631.0,295351.0,73.1,36.6,42.4
Stable Market,OXC-015,2024-08-01,87274.0,67523.0,0.226,10636.0,9116.0,156752.0,35.7,28.4,33.8
Stable Market,OXC-015,2024-09-01,89243.0,68332.0,0.234,17020.0,3892.0,153148.0,31.2,36.3,32.3
Stable Market,OXC-015,2024-10-01,88623.0,67569.0,0.238,17511.0,3544.0,152602.0,30.7,41.3,41.9
Stable Market,OXC-015,2024-11-01,91417.0,70809.0,0.225,17038.0,3571.0,156272.0,25.4,39.6,43.7
Stable Market,OXC-015,2024-12-01,87808.0,72031.0,0.18,17420.0,-1643.0,151484.0,27.2,39.9,45.0
Stable Market,OXC-015,2025-01-01,89095.0,65736.0,0.262,16218.0,7142.0,146922.0,24.9,33.9,26.8
Stable Market,OXC-015,2025-02-01,88028.0,69693.0,0.208,15905.0,2430.0,149422.0,22.9,26.9,36.2
Stable Market,OXC-015,2025-03-01,89916.0,69651.0,0.225,15749.0,4516.0,153981.0,19.5,36.4,34.5
Stable Market,OXC-015,2025-04-01,88062.0,70055.0,0.204,18651.0,-644.0,145672.0,21.6,25.1,27.5
Stable Market,OXC-015,2025-05-01,81455.0,62608.0,0.231,12468.0,6378.0,147106.0,20.5,33.3,28.7
Stable Market,OXC-015,2025-06-01,71072.0,55323.0,0.222,12870.0,2879.0,146395.0,17.0,38.2,28.5
Stable Market,OXC-015,2025-07-01,79318.0,60540.0,0.237,17122.0,1656.0,153037.0,15.2,39.0,43.5
Stable Market,OXC-015,2025-08-01,80749.0,64275.0,0.204,11595.0,4879.0,147324.0,17.2,48.7,24.6
Stable Market,OXC-015,2025-09-01,76249.0,59860.0,0.215,14964.0,1425.0,148732.0,19.1,37.7,30.3
Stable Market,OXC-015,2025-10-01,80263.0,64327.0,0.199,12166.0,3771.0,153208.0,18.6,45.6,23.0
Stable Market,OXC-015,2025-11-01,79063.0,60671.0,0.233,10464.0,7927.0,159293.0,20.6,48.2,25.2
Stable Market,OXC-015,2025-12-01,79104.0,64676.0,0.182,12228.0,2199.0,160551.0,22.1,40.1,33.5
Stable Market,OXC-015,2026-01-01,71699.0,59916.0,0.164,13365.0,-1582.0,157988.0,20.1,27.3,33.8
Stable Market,OXC-015,2026-02-01,64988.0,55643.0,0.144,13606.0,-4261.0,149371.0,18.7,30.5,33.4
Stable Market,OXC-015,2026-03-01,54562.0,47238.0,0.134,11791.0,-4466.0,145488.0,22.6,37.8,30.4
Stable Market,OXC-015,2026-04-01,65401.0,52527.0,0.197,13628.0,-754.0,146482.0,26.1,29.6,32.4
Stable Market,OXC-015,2026-05-01,60939.0,46279.0,0.241,13377.0,1283.0,144639.0,25.7,43.8,43.0
Stable Market,OXC-015,2026-06-01,62156.0,45202.0,0.273,8655.0,8299.0,151353.0,24.6,46.4,20.5
Stable Market,OXC-015,2026-07-01,62455.0,49909.0,0.201,9594.0,2952.0,150731.0,23.5,41.3,34.5
Realistic Baseline,OXC-001,2024-08-01,149212.0,102378.0,0.314,22138.0,24697.0,109544.0,54.3,34.0,29.0
Realistic Baseline,OXC-001,2024-09-01,114918.0,77359.0,0.327,23525.0,14034.0,112410.0,54.3,30.2,20.7
Realistic Baseline,OXC-001,2024-10-01,125683.0,90718.0,0.278,15320.0,19645.0,114907.0,52.3,32.1,34.5
Realistic Baseline,OXC-001,2024-11-01,135590.0,97739.0,0.279,24736.0,13114.0,119677.0,53.6,31.4,28.4
Realistic Baseline,OXC-001,2024-12-01,137527.0,100892.0,0.266,26854.0,9781.0,113093.0,53.8,40.3,22.8
Realistic Baseline,OXC-001,2025-01-01,98646.0,69419.0,0.296,12031.0,17196.0,119514.0,53.6,43.2,29.0
Realistic Baseline,OXC-001,2025-02-01,112408.0,76107.0,0.323,17610.0,18691.0,128118.0,53.1,34.0,36.1
Realistic Baseline,OXC-001,2025-03-01,128136.0,86586.0,0.324,23781.0,17768.0,132935.0,54.9,54.8,32.2
Realistic Baseline,OXC-001,2025-04-01,107535.0,88158.0,0.18,20131.0,-754.0,130512.0,53.4,50.9,42.3
Realistic Baseline,OXC-001,2025-05-01,89327.0,69974.0,0.217,15511.0,3842.0,132354.0,54.9,48.2,36.0
Realistic Baseline,OXC-001,2025-06-01,95150.0,76149.0,0.2,15712.0,3289.0,130664.0,56.5,51.8,47.2
Realistic Baseline,OXC-001,2025-07-01,96507.0,76822.0,0.204,15327.0,4357.0,129483.0,55.7,38.6,26.7
Realistic Baseline,OXC-001,2025-08-01,51816.0,44749.0,0.136,10447.0,-3381.0,131406.0,54.0,48.9,42.2
Realistic Baseline,OXC-001,2025-09-01,38388.0,36024.0,0.062,5617.0,-3253.0,124261.0,53.6,39.1,41.0
Realistic Baseline,OXC-001,2025-10-01,23741.0,22871.0,0.037,4814.0,-3944.0,118678.0,52.3,53.6,36.6
Realistic Baseline,OXC-001,2025-11-01,20913.0,20703.0,0.01,4136.0,-3927.0,119994.0,53.6,43.3,47.2
Realistic Baseline,OXC-001,2025-12-01,10321.0,9721.0,0.058,1316.0,-716.0,119051.0,53.8,36.4,47.4
Realistic Baseline,OXC-001,2026-01-01,7889.0,7810.0,0.01,1668.0,-1590.0,111632.0,54.5,43.4,33.1
Realistic Baseline,OXC-001,2026-02-01,5612.0,5556.0,0.01,1057.0,-1001.0,112258.0,48.7,57.2,33.5
Realistic Baseline,OXC-001,2026-03-01,3000.0,2970.0,0.01,523.0,-493.0,114497.0,50.1,42.7,28.2
Realistic Baseline,OXC-001,2026-04-01,3000.0,2970.0,0.01,608.0,-578.0,121712.0,51.6,47.0,29.5
Realistic Baseline,OXC-001,2026-05-01,3000.0,2970.0,0.01,518.0,-488.0,130764.0,50.0,43.1,42.6
Realistic Baseline,OXC-001,2026-06-01,3000.0,2970.0,0.01,443.0,-413.0,131302.0,51.6,45.0,26.3
Realistic Baseline,OXC-001,2026-07-01,3000.0,2970.0,0.01,421.0,-391.0,130012.0,55.2,40.5,40.0
Realistic Baseline,OXC-002,2024-08-01,221610.0,160205.0,0.277,32432.0,28973.0,176794.0,50.5,37.1,24.1
Realistic Baseline,OXC-002,2024-09-01,202726.0,148172.0,0.269,40235.0,14319.0,185948.0,49.8,35.3,20.8
Realistic Baseline,OXC-002,2024-10-01,191857.0,150744.0,0.214,38388.0,2725.0,178855.0,51.0,46.3,35.8
Realistic Baseline,OXC-002,2024-11-01,203326.0,142851.0,0.297,36149.0,24326.0,193057.0,51.0,44.4,27.2
Realistic Baseline,OXC-002,2024-12-01,184687.0,133548.0,0.277,35835.0,15304.0,203374.0,51.7,39.4,41.8
Realistic Baseline,OXC-002,2025-01-01,223716.0,169180.0,0.244,45984.0,8552.0,203173.0,51.8,42.7,28.9
Realistic Baseline,OXC-002,2025-02-01,205913.0,152770.0,0.258,27423.0,25719.0,216655.0,55.1,47.4,29.4
Realistic Baseline,OXC-002,2025-03-01,174837.0,139245.0,0.204,28922.0,6669.0,216923.0,56.4,39.2,36.7
Realistic Baseline,OXC-002,2025-04-01,209600.0,155060.0,0.26,42553.0,11987.0,215076.0,59.8,39.6,24.7
Realistic Baseline,OXC-002,2025-05-01,196846.0,140548.0,0.286,29465.0,26833.0,234112.0,58.6,45.3,41.1
Realistic Baseline,OXC-002,2025-06-01,196787.0,144767.0,0.264,35713.0,16307.0,235275.0,59.5,39.5,30.5
Realistic Baseline,OXC-002,2025-07-01,227070.0,176333.0,0.223,37904.0,12833.0,240002.0,58.9,33.7,42.5
Realistic Baseline,OXC-002,2025-08-01,167489.0,125911.0,0.248,27289.0,14289.0,246987.0,59.5,46.8,41.2
Realistic Baseline,OXC-002,2025-09-01,188785.0,149783.0,0.207,30522.0,8480.0,247681.0,62.5,32.9,44.6
Realistic Baseline,OXC-002,2025-10-01,165953.0,121963.0,0.265,36016.0,7974.0,250265.0,66.7,47.2,28.7
Realistic Baseline,OXC-002,2025-11-01,184395.0,148586.0,0.194,35439.0,371.0,247132.0,65.1,34.6,29.4
Realistic Baseline,OXC-002,2025-12-01,174105.0,139511.0,0.199,32124.0,2469.0,237795.0,67.0,48.9,42.3
Realistic Baseline,OXC-002,2026-01-01,158822.0,117533.0,0.26,27240.0,14049.0,242724.0,68.8,37.7,36.8
Realistic Baseline,OXC-002,2026-02-01,140239.0,107978.0,0.23,20318.0,11942.0,248910.0,71.9,35.2,32.2
Realistic Baseline,OXC-002,2026-03-01,132120.0,102686.0,0.223,17780.0,11653.0,253274.0,69.4,36.0,37.8
Realistic Baseline,OXC-002,2026-04-01,129446.0,99802.0,0.229,26386.0,3258.0,246722.0,70.3,37.4,37.6
Realistic Baseline,OXC-002,2026-05-01,121067.0,93208.0,0.23,26506.0,1353.0,243589.0,73.4,32.4,28.1
Realistic Baseline,OXC-002,2026-06-01,113765.0,87791.0,0.228,24721.0,1253.0,244806.0,72.8,46.7,37.4
Realistic Baseline,OXC-002,2026-07-01,105779.0,80635.0,0.238,17419.0,7725.0,246080.0,72.4,27.6,43.8
Realistic Baseline,OXC-003,2024-08-01,187406.0,127020.0,0.322,40564.0,19822.0,136764.0,46.5,25.9,21.0
Realistic Baseline,OXC-003,2024-09-01,212086.0,164045.0,0.227,39757.0,8284.0,130616.0,45.9,38.4,27.4
Realistic Baseline,OXC-003,2024-10-01,185445.0,119166.0,0.357,33284.0,32994.0,140878.0,42.7,48.3,41.9
Realistic Baseline,OXC-003,2024-11-01,167634.0,110329.0,0.342,21264.0,36041.0,153526.0,44.4,30.2,39.7
Realistic Baseline,OXC-003,2024-12-01,204799.0,141721.0,0.308,35542.0,27536.0,164039.0,42.6,34.1,34.7
Realistic Baseline,OXC-003,2025-01-01,211499.0,153613.0,0.274,33354.0,24531.0,166781.0,42.1,39.4,39.7
Realistic Baseline,OXC-003,2025-02-01,164524.0,116058.0,0.295,21858.0,26608.0,171128.0,42.8,45.5,22.8
Realistic Baseline,OXC-003,2025-03-01,156336.0,122763.0,0.215,33601.0,-28.0,171842.0,44.3,35.0,27.4
Realistic Baseline,OXC-003,2025-04-01,121402.0,93140.0,0.233,22419.0,5842.0,175498.0,48.0,45.6,47.2
Realistic Baseline,OXC-003,2025-05-01,99675.0,78163.0,0.216,20766.0,746.0,172551.0,46.4,34.0,42.8
Realistic Baseline,OXC-003,2025-06-01,97226.0,84363.0,0.132,16278.0,-3415.0,170647.0,48.1,33.1,46.3
Realistic Baseline,OXC-003,2025-07-01,79042.0,68793.0,0.13,12257.0,-2008.0,162390.0,48.6,33.4,45.3
Realistic Baseline,OXC-003,2025-08-01,50675.0,45425.0,0.104,6213.0,-963.0,159167.0,46.1,45.5,43.9
Realistic Baseline,OXC-003,2025-09-01,47702.0,45383.0,0.049,7679.0,-5360.0,153772.0,46.3,42.6,48.1
Realistic Baseline,OXC-003,2025-10-01,37557.0,32943.0,0.123,7286.0,-2672.0,153790.0,45.9,48.7,38.5
Realistic Baseline,OXC-003,2025-11-01,21672.0,21455.0,0.01,4475.0,-4258.0,148294.0,44.0,39.1,40.1
Realistic Baseline,OXC-003,2025-12-01,17145.0,16974.0,0.01,3133.0,-2962.0,139735.0,41.3,43.1,39.1
Realistic Baseline,OXC-003,2026-01-01,9527.0,9432.0,0.01,1827.0,-1732.0,138461.0,42.8,36.8,30.9
Realistic Baseline,OXC-003,2026-02-01,5706.0,5649.0,0.01,1011.0,-954.0,128518.0,41.4,56.7,29.5
Realistic Baseline,OXC-003,2026-03-01,3426.0,3392.0,0.01,674.0,-640.0,136783.0,41.1,44.7,39.9
Realistic Baseline,OXC-003,2026-04-01,3000.0,2970.0,0.01,656.0,-626.0,132763.0,45.1,38.6,43.6
Realistic Baseline,OXC-003,2026-05-01,3000.0,2970.0,0.01,526.0,-496.0,132769.0,46.6,33.9,46.1
Realistic Baseline,OXC-003,2026-06-01,3000.0,2970.0,0.01,539.0,-509.0,129298.0,44.1,44.7,26.5
Realistic Baseline,OXC-003,2026-07-01,3000.0,2970.0,0.01,639.0,-609.0,128253.0,46.7,52.1,48.0
Realistic Baseline,OXC-004,2024-08-01,56028.0,43128.0,0.23,11758.0,1142.0,221486.0,36.4,41.2,22.1
Realistic Baseline,OXC-004,2024-09-01,63888.0,42060.0,0.342,10258.0,11570.0,226363.0,38.4,42.9,28.7
Realistic Baseline,OXC-004,2024-10-01,53732.0,34516.0,0.358,7938.0,11278.0,232564.0,41.1,26.4,40.7
Realistic Baseline,OXC-004,2024-11-01,58295.0,40460.0,0.306,11344.0,6491.0,233829.0,43.2,48.8,20.7
Realistic Baseline,OXC-004,2024-12-01,51690.0,36431.0,0.295,10898.0,4361.0,232741.0,43.1,25.2,29.3
Realistic Baseline,OXC-004,2025-01-01,50597.0,32825.0,0.351,9952.0,7820.0,234154.0,46.7,46.1,31.3
Realistic Baseline,OXC-004,2025-02-01,43453.0,30810.0,0.291,8215.0,4429.0,242500.0,49.0,51.2,22.0
Realistic Baseline,OXC-004,2025-03-01,36808.0,27035.0,0.266,6114.0,3659.0,246313.0,50.8,40.6,29.1
Realistic Baseline,OXC-004,2025-04-01,49864.0,37000.0,0.258,7225.0,5639.0,253945.0,53.2,55.6,48.5
Realistic Baseline,OXC-004,2025-05-01,46976.0,37328.0,0.205,7770.0,1878.0,253443.0,57.4,46.6,49.7
Realistic Baseline,OXC-004,2025-06-01,38466.0,30579.0,0.205,5979.0,1908.0,251684.0,60.2,46.2,27.2
Realistic Baseline,OXC-004,2025-07-01,35784.0,31067.0,0.132,5242.0,-525.0,248871.0,60.3,55.3,31.8
Realistic Baseline,OXC-004,2025-08-01,34550.0,30430.0,0.119,7432.0,-3312.0,243153.0,60.6,55.4,31.9
Realistic Baseline,OXC-004,2025-09-01,17326.0,15947.0,0.08,3110.0,-1731.0,240799.0,60.2,53.2,29.7
Realistic Baseline,OXC-004,2025-10-01,13813.0,13311.0,0.036,2342.0,-1840.0,239779.0,60.8,53.7,33.1
Realistic Baseline,OXC-004,2025-11-01,10092.0,9501.0,0.059,1277.0,-687.0,233769.0,62.0,57.8,40.2
Realistic Baseline,OXC-004,2025-12-01,8973.0,8718.0,0.028,1703.0,-1449.0,229795.0,63.3,40.1,50.3
Realistic Baseline,OXC-004,2026-01-01,5333.0,5277.0,0.011,794.0,-737.0,228954.0,62.7,50.2,40.4
Realistic Baseline,OXC-004,2026-02-01,3000.0,2970.0,0.01,524.0,-494.0,226938.0,61.2,55.0,45.1
Realistic Baseline,OXC-004,2026-03-01,3000.0,2970.0,0.01,649.0,-619.0,232444.0,59.3,42.9,34.0
Realistic Baseline,OXC-004,2026-04-01,3000.0,2970.0,0.01,545.0,-515.0,233658.0,60.4,53.1,37.2
Realistic Baseline,OXC-004,2026-05-01,3000.0,2970.0,0.01,614.0,-584.0,233699.0,62.7,41.1,30.3
Realistic Baseline,OXC-004,2026-06-01,3000.0,2970.0,0.01,653.0,-623.0,244252.0,63.2,52.1,42.7
Realistic Baseline,OXC-004,2026-07-01,3000.0,2970.0,0.01,394.0,-364.0,241331.0,62.6,35.5,26.9
Realistic Baseline,OXC-005,2024-08-01,157417.0,109653.0,0.303,27218.0,20546.0,220435.0,45.3,30.0,20.1
