environment,company_id,month,revenue_usd,cogs_usd,gross_margin_pct,opex_usd,ebitda_usd,cash_balance_usd,accounts_receivable_days,accounts_payable_days,inventory_turnover_days,transaction_count,transaction_volume_usd,top5_customer_concentration_pct,anomaly_flag,monthly_report_submitted_on_time,days_late_reporting,leadership_turnover_event,auditor_changed_event,amount_due_usd,amount_paid_usd,days_late,payment_status,revenue_3m_pct_change,ebitda_margin,cash_runway_months,amount_paid_ratio,receivable_payable_gap,label_distress_next_3m,distress_risk_score,risk_tier
Stable Market,OXC-012,2025-07-01,174293.0,136409.0,0.217,33839.0,4044.0,84663.0,36.9,32.2,42.4,762,168717.0,0.37,0,1,0,0,0,21645.0,21645.0,4.0,Late,0.07335172617654662,0.023202308755945446,2.5019356363958747,1.0,4.699999999999996,0,0.0,Low
Stable Market,OXC-012,2025-08-01,164602.0,128791.0,0.218,35111.0,700.0,82152.0,34.9,25.9,40.6,446,160545.0,0.25,0,1,0,0,0,21645.0,21645.0,0.0,On Time,0.04432291137955535,0.004252682227433445,2.3397795562644186,1.0,9.0,0,0.0,Low
Stable Market,OXC-012,2025-09-01,165275.0,133454.0,0.193,31022.0,799.0,79528.0,32.4,25.4,27.1,468,165631.0,0.37,0,1,0,0,0,21645.0,21645.0,0.0,On Time,-0.041795181002295845,0.004834366964150658,2.5636000257881504,1.0,7.0,0,0.0,Low
Stable Market,OXC-012,2025-10-01,179895.0,144607.0,0.196,29151.0,6137.0,76950.0,33.0,43.1,30.2,954,184492.0,0.39,0,1,0,0,0,21645.0,21645.0,0.0,On Time,0.032141279339962026,0.0341143444787237,2.6397036122259956,1.0,-10.100000000000001,0,0.0,Low
Stable Market,OXC-012,2025-11-01,158865.0,127726.0,0.196,27349.0,3790.0,75956.0,36.1,46.1,24.6,503,169964.0,0.31,0,1,0,0,0,21645.0,21645.0,0.0,On Time,-0.034853768483979586,0.02385673370471784,2.777286189623021,1.0,-10.0,0,0.0,Low
Stable Market,OXC-012,2025-12-01,157230.0,126370.0,0.196,29236.0,1623.0,67420.0,38.0,37.3,30.5,603,149148.0,0.26,0,1,0,0,0,21645.0,21645.0,0.0,On Time,-0.04867644834366969,0.010322457546269795,2.306061020659461,1.0,0.7000000000000028,0,0.0,Low
Stable Market,OXC-012,2026-01-01,152299.0,120983.0,0.206,32987.0,-1671.0,57565.0,40.5,30.5,22.4,650,141258.0,0.24,0,1,0,0,0,21645.0,21645.0,0.0,On Time,-0.1534005947914061,-0.010971838291781298,1.745081395701337,1.0,10.0,0,0.0,Low
Stable Market,OXC-012,2026-02-01,168459.0,129482.0,0.231,23174.0,15803.0,58348.0,40.9,41.3,27.7,500,170011.0,0.34,0,1,0,0,0,21645.0,21645.0,0.0,On Time,0.06039089793220653,0.09380917612000546,2.5178216967290927,1.0,-0.3999999999999986,0,0.0,Low
Stable Market,OXC-012,2026-03-01,162924.0,125931.0,0.227,29290.0,7702.0,56713.0,39.3,33.1,25.1,440,155930.0,0.44,0,1,0,0,0,21645.0,21645.0,0.0,On Time,0.036214462888761734,0.04727357540939334,1.9362581085694777,1.0,6.199999999999996,0,0.0,Low
Stable Market,OXC-012,2026-04-01,174100.0,139167.0,0.201,30884.0,4049.0,54897.0,36.5,45.7,24.2,518,166092.0,0.37,1,1,0,0,0,21645.0,21645.0,0.0,On Time,0.14314604823406585,0.023256748994830555,1.7775223416655874,1.0,-9.200000000000003,0,0.0,Low
Stable Market,OXC-012,2026-05-01,171045.0,136501.0,0.202,35563.0,-1019.0,47737.0,38.0,32.0,41.7,883,168447.0,0.43,0,1,0,0,0,21645.0,21645.0,0.0,On Time,0.015350916246683166,-0.005957496565231372,1.3423220763152715,1.0,6.0,0,0.0,Low
Stable Market,OXC-012,2026-06-01,184519.0,148645.0,0.194,39441.0,-3568.0,36985.0,37.6,33.8,32.9,637,176902.0,0.46,0,1,0,0,0,21645.0,21645.0,0.0,On Time,0.1325464633816995,-0.01933676206786293,0.9377297735858624,1.0,3.8000000000000043,0,0.0,Low
Stable Market,OXC-012,2026-07-01,166330.0,127100.0,0.236,22660.0,16569.0,44050.0,37.3,45.6,35.9,439,173138.0,0.3,0,1,0,0,0,21645.0,21645.0,0.0,On Time,-0.04462952326249281,0.09961522274995491,1.9439541041482788,1.0,-8.300000000000004,0,0.0,Low
Stable Market,OXC-013,2024-11-01,150924.0,120365.0,0.202,21559.0,8999.0,150291.0,48.9,33.7,35.0,452,153298.0,0.45,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.10137778037246781,0.05962603694574753,6.971148940117816,1.0,15.199999999999996,0,0.0,Low
Stable Market,OXC-013,2024-12-01,142947.0,112906.0,0.21,26343.0,3698.0,147052.0,49.4,27.7,24.2,735,136769.0,0.36,0,1,0,0,0,17820.0,17820.0,0.0,On Time,-0.041723927573053765,0.02586972794112503,5.582204001062901,1.0,21.7,0,0.0,Low
Stable Market,OXC-013,2025-01-01,150116.0,117661.0,0.216,27386.0,5070.0,146604.0,51.9,49.8,35.6,607,150073.0,0.43,0,1,0,0,0,17820.0,17820.0,0.0,On Time,-0.012602609976847035,0.03377388153161555,5.353246184181699,1.0,2.1000000000000014,0,0.0,Low
Stable Market,OXC-013,2025-02-01,151584.0,115044.0,0.241,30401.0,6138.0,147939.0,52.1,48.4,22.8,435,156681.0,0.4,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.004373061938458989,0.04049240025332489,4.866254399526332,1.0,3.700000000000003,0,0.0,Low
Stable Market,OXC-013,2025-03-01,151967.0,115087.0,0.243,28492.0,8387.0,154189.0,51.8,36.8,39.4,372,150341.0,0.41,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.06310030990506976,0.05518961353451736,5.411659413168609,1.0,15.0,0,0.0,Low
Stable Market,OXC-013,2025-04-01,168542.0,131204.0,0.222,20404.0,16933.0,169782.0,52.7,48.8,20.2,589,166947.0,0.37,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.12274507714034488,0.10046753924837726,8.32101548715938,1.0,3.9000000000000057,0,0.0,Low
Stable Market,OXC-013,2025-05-01,162670.0,126860.0,0.22,34130.0,1681.0,158815.0,52.2,49.8,30.1,405,157269.0,0.36,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.0731343677432974,0.010333804635150918,4.653237620861412,1.0,2.4000000000000057,0,0.0,Low
Stable Market,OXC-013,2025-06-01,162242.0,125546.0,0.226,22378.0,14318.0,164585.0,50.5,43.3,24.1,563,170223.0,0.22,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.06761336342758617,0.08825088448120709,7.354768075788721,1.0,7.200000000000003,0,0.0,Low
Stable Market,OXC-013,2025-07-01,150610.0,116406.0,0.227,30258.0,3946.0,160617.0,52.0,34.2,34.1,573,153555.0,0.49,0,1,0,0,0,17820.0,17820.0,0.0,On Time,-0.10639484520178943,0.026200119513976494,5.308249058100337,1.0,17.799999999999997,0,0.0,Low
Stable Market,OXC-013,2025-08-01,141917.0,106616.0,0.249,19650.0,15652.0,160564.0,53.8,41.5,36.6,433,137160.0,0.3,1,1,0,0,0,17820.0,17820.0,0.0,On Time,-0.12757730374377574,0.1102898172875695,8.17119592875318,1.0,12.299999999999997,0,0.0,Low
Stable Market,OXC-013,2025-09-01,152011.0,121133.0,0.203,21230.0,9648.0,160200.0,56.2,25.1,35.9,402,163926.0,0.4,1,1,0,0,0,17820.0,17820.0,0.0,On Time,-0.06306012006755346,0.06346909105262119,7.5459255770136595,1.0,31.1,0,0.0,Low
Stable Market,OXC-013,2025-10-01,156416.0,128001.0,0.182,20922.0,7493.0,164424.0,54.1,35.7,20.8,1052,158579.0,0.3,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.03854989708518697,0.04790430646481179,7.858904502437626,1.0,18.4,0,0.0,Low
Stable Market,OXC-013,2025-11-01,147934.0,115265.0,0.221,30617.0,2052.0,156769.0,53.7,47.9,39.9,504,165563.0,0.27,1,1,0,0,0,17820.0,17820.0,0.0,On Time,0.042398021378693196,0.013871050603647572,5.120325309468596,1.0,5.800000000000004,0,0.0,Low
Stable Market,OXC-013,2025-12-01,168899.0,133055.0,0.212,34980.0,865.0,153076.0,54.4,37.3,42.4,695,169139.0,0.35,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.11109722322726645,0.005121403915949769,4.376100628930818,1.0,17.1,0,0.0,Low
Stable Market,OXC-013,2026-01-01,149894.0,121470.0,0.19,30488.0,-2064.0,138838.0,52.4,37.0,22.4,377,133685.0,0.32,0,1,0,0,0,17820.0,17820.0,0.0,On Time,-0.041696501636661165,-0.013769730609630805,4.553857255313566,1.0,15.399999999999999,0,0.0,Low
Stable Market,OXC-013,2026-02-01,147687.0,109061.0,0.262,29415.0,9210.0,134760.0,50.3,38.7,38.8,379,144837.0,0.25,0,1,0,0,0,17820.0,17820.0,0.0,On Time,-0.001669663498587215,0.06236161612057933,4.581336053034166,1.0,11.599999999999994,0,0.0,Low
Stable Market,OXC-013,2026-03-01,142908.0,106832.0,0.252,28977.0,7100.0,129603.0,47.9,31.0,31.9,675,144225.0,0.42,0,1,0,1,0,17820.0,17820.0,0.0,On Time,-0.1538848661034109,0.04968231309653763,4.472616212858474,1.0,16.9,0,0.0,Low
Stable Market,OXC-013,2026-04-01,152391.0,118013.0,0.226,28385.0,5993.0,123788.0,46.9,31.3,23.1,364,160259.0,0.29,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.016658438629965078,0.039326469410923215,4.361035758323058,1.0,15.599999999999998,0,0.0,Low
Stable Market,OXC-013,2026-05-01,141812.0,114666.0,0.191,23553.0,3593.0,116800.0,47.7,26.2,21.2,406,142861.0,0.38,0,1,0,0,0,17820.0,17820.0,0.0,On Time,-0.039780075429794115,0.025336360815727866,4.95902857385471,1.0,21.500000000000004,0,0.0,Low
Stable Market,OXC-013,2026-06-01,143583.0,111946.0,0.22,17698.0,13940.0,115667.0,47.6,39.0,39.2,561,134901.0,0.43,0,1,0,0,0,17820.0,17820.0,0.0,On Time,0.004723318498614404,0.09708670246477646,6.535597242626285,1.0,8.600000000000001,0,0.0,Low
Stable Market,OXC-013,2026-07-01,125039.0,96506.0,0.228,21665.0,6868.0,116508.0,50.0,40.8,23.8,352,123527.0,0.33,0,1,0,0,0,17820.0,17820.0,0.0,On Time,-0.17948566516395326,0.054926862818800534,5.377705977382876,1.0,9.200000000000003,0,0.0,Low
Stable Market,OXC-014,2024-11-01,147812.0,105886.0,0.284,26652.0,15273.0,204637.0,54.6,47.8,21.0,454,149196.0,0.31,0,1,0,0,0,,,0.0,,-0.05402136278983438,0.1033271994154737,7.678110460753414,1.0,6.800000000000004,0,0.0,Low
Stable Market,OXC-014,2024-12-01,142532.0,99921.0,0.299,28488.0,14124.0,209824.0,52.7,44.4,27.2,970,140396.0,0.22,0,1,0,0,0,,,0.0,,-0.1099037662913489,0.09909353688996156,7.365346812693064,1.0,8.300000000000004,0,0.0,Low
Stable Market,OXC-014,2025-01-01,150015.0,111892.0,0.254,32676.0,5447.0,208332.0,54.1,46.0,20.3,916,154152.0,0.3,0,1,0,0,0,,,0.0,,0.04121407303039337,0.036309702363097024,6.375688578773412,1.0,8.100000000000001,0,0.0,Low
Stable Market,OXC-014,2025-02-01,148195.0,110403.0,0.255,26094.0,11698.0,209684.0,54.3,47.5,40.3,356,138029.0,0.31,0,1,0,0,0,,,0.0,,0.0025911292723188595,0.07893653632038868,8.035717023070438,1.0,6.799999999999997,0,0.0,Low
Stable Market,OXC-014,2025-03-01,155572.0,111628.0,0.282,20783.0,23161.0,223970.0,59.9,28.6,35.0,961,155019.0,0.31,0,1,0,0,0,,,0.0,,0.09148822720511895,0.14887640449438203,10.77659625655584,1.0,31.299999999999997,0,0.0,Low
Stable Market,OXC-014,2025-04-01,143733.0,100407.0,0.301,29590.0,13736.0,220133.0,57.6,41.4,41.6,752,139035.0,0.48,0,1,0,0,0,,,0.0,,-0.04187581241875815,0.09556608433693028,7.439438999662048,1.0,16.200000000000003,0,0.0,Low
Stable Market,OXC-014,2025-05-01,149041.0,106557.0,0.285,24043.0,18440.0,225407.0,56.3,39.5,34.0,445,147229.0,0.23,0,1,0,0,0,,,0.0,,0.0057086946253246396,0.12372434430794212,9.375161169571186,1.0,16.799999999999997,0,0.0,Low
Stable Market,OXC-014,2025-06-01,131556.0,94145.0,0.284,25201.0,12210.0,229407.0,55.5,46.5,42.1,681,130823.0,0.32,0,0,4,0,0,,,0.0,,-0.15437225207620908,0.09281218644531607,9.1030911471767,1.0,9.0,0,0.0,Low
Stable Market,OXC-014,2025-07-01,153179.0,108129.0,0.294,23716.0,21335.0,232507.0,58.5,41.9,27.2,389,161304.0,0.25,0,1,0,0,0,,,0.0,,0.06571907634294138,0.13928149419959654,9.803803339517625,1.0,16.6,0,0.0,Low
Stable Market,OXC-014,2025-08-01,143272.0,102916.0,0.282,31037.0,9319.0,233197.0,60.2,45.6,42.3,943,132245.0,0.24,0,1,0,0,0,,,0.0,,-0.038707469756644186,0.06504411189904517,7.513516125914231,1.0,14.600000000000001,0,0.0,Low
Stable Market,OXC-014,2025-09-01,164448.0,117340.0,0.286,34152.0,12956.0,240219.0,63.1,42.6,21.2,950,152900.0,0.27,0,0,5,0,0,,,0.0,,0.2500228039770136,0.07878478303171824,7.0338193956430075,1.0,20.5,0,0.0,Low
Stable Market,OXC-014,2025-10-01,160135.0,116444.0,0.273,34988.0,8704.0,242073.0,66.4,34.1,33.7,484,166391.0,0.3,0,1,0,0,0,,,0.0,,0.04541092447398132,0.054354138695475694,6.918743569223734,1.0,32.300000000000004,0,0.0,Low
Stable Market,OXC-014,2025-11-01,173426.0,123176.0,0.29,31001.0,19249.0,250738.0,66.1,38.1,43.1,666,176707.0,0.35,0,1,0,0,0,,,0.0,,0.2104668044000224,0.1109925847335463,8.088061675429826,1.0,27.999999999999993,0,0.0,Low
Stable Market,OXC-014,2025-12-01,176563.0,121939.0,0.309,23279.0,31345.0,262319.0,67.7,26.9,25.7,944,169251.0,0.2,0,1,0,0,0,,,0.0,,0.0736707044172018,0.17752870080367913,11.268482323123845,1.0,40.800000000000004,0,0.0,Low
Stable Market,OXC-014,2026-01-01,186916.0,139411.0,0.254,40751.0,6753.0,261488.0,67.4,29.6,42.6,843,191921.0,0.29,0,1,0,0,0,,,0.0,,0.16724014113092078,0.036128528322883005,6.4167259699148484,1.0,37.800000000000004,0,0.0,Low
Stable Market,OXC-014,2026-02-01,195324.0,142230.0,0.272,30910.0,22184.0,269346.0,67.2,34.8,30.0,689,197681.0,0.3,0,1,0,0,0,,,0.0,,0.12626711104447996,0.11357539268087895,8.713879003558718,1.0,32.400000000000006,0,0.0,Low
Stable Market,OXC-014,2026-03-01,201513.0,146775.0,0.272,40590.0,14148.0,264541.0,70.0,26.4,31.7,1230,208768.0,0.45,0,1,0,0,0,,,0.0,,0.14130933434524784,0.07020886989921246,6.517393446661739,1.0,43.6,0,0.0,Low
Stable Market,OXC-014,2026-04-01,191695.0,139198.0,0.274,34119.0,18378.0,274155.0,69.5,30.8,36.2,474,177436.0,0.44,0,1,0,0,0,,,0.0,,0.025567634659419136,0.09587104514984741,8.035258946627978,1.0,38.7,0,0.0,Low
Stable Market,OXC-014,2026-05-01,173483.0,124464.0,0.283,25781.0,23238.0,283250.0,69.7,29.2,28.0,481,182257.0,0.36,0,1,0,0,0,,,0.0,,-0.11181933607749173,0.13394972418046724,10.986773205073504,1.0,40.5,0,0.0,Low
Stable Market,OXC-014,2026-06-01,190856.0,148004.0,0.225,27858.0,14994.0,282387.0,72.3,31.7,24.2,522,186864.0,0.46,0,1,0,0,0,,,0.0,,-0.05288492553830271,0.07856184767573458,10.136657333620503,1.0,40.599999999999994,0,0.0,Low
Stable Market,OXC-014,2026-07-01,199038.0,134535.0,0.324,34873.0,29631.0,295351.0,73.1,36.6,42.4,508,178752.0,0.28,0,1,0,0,0,,,0.0,,0.03830564177469409,0.14887106984595908,8.469331574570585,1.0,36.49999999999999,0,0.0,Low
Stable Market,OXC-015,2024-11-01,91417.0,70809.0,0.225,17038.0,3571.0,156272.0,25.4,39.6,43.7,427,87641.0,0.38,0,0,4,0,0,23400.0,23400.0,0.0,On Time,0.04747118271191875,0.039062756380104355,9.171968540908557,1.0,-14.200000000000003,0,0.0,Low
Stable Market,OXC-015,2024-12-01,87808.0,72031.0,0.18,17420.0,-1643.0,151484.0,27.2,39.9,45.0,384,89406.0,0.22,1,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.016079692524903932,-0.01871127915451895,8.695981630309989,1.0,-12.7,0,0.0,Low
Stable Market,OXC-015,2025-01-01,89095.0,65736.0,0.262,16218.0,7142.0,146922.0,24.9,33.9,26.8,413,93085.0,0.33,0,1,0,0,0,23400.0,23400.0,0.0,On Time,0.005325931191677125,0.08016162523149448,9.059193488716241,1.0,-9.0,0,0.0,Low
Stable Market,OXC-015,2025-02-01,88028.0,69693.0,0.208,15905.0,2430.0,149422.0,22.9,26.9,36.2,342,89108.0,0.37,0,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.037071879409737774,0.027604853001317764,9.394655768626219,1.0,-4.0,0,0.0,Low
Stable Market,OXC-015,2025-03-01,89916.0,69651.0,0.225,15749.0,4516.0,153981.0,19.5,36.4,34.5,465,85009.0,0.33,0,1,0,0,0,23400.0,23400.0,0.0,On Time,0.02400692419825079,0.05022465412162463,9.777192202679535,1.0,-16.9,0,0.0,Low
Stable Market,OXC-015,2025-04-01,88062.0,70055.0,0.204,18651.0,-644.0,145672.0,21.6,25.1,27.5,439,92447.0,0.25,0,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.011594365564846498,-0.007313029456519271,7.810412310331886,1.0,-3.5,0,0.0,Low
Stable Market,OXC-015,2025-05-01,81455.0,62608.0,0.231,12468.0,6378.0,147106.0,20.5,33.3,28.7,232,79821.0,0.28,0,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.07466942336529281,0.07830090233871463,11.798684632659608,1.0,-12.799999999999997,0,0.0,Low
Stable Market,OXC-015,2025-06-01,71072.0,55323.0,0.222,12870.0,2879.0,146395.0,17.0,38.2,28.5,263,69094.0,0.19,0,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.20957337959873656,0.04050821701936065,11.374902874902874,1.0,-21.200000000000003,0,0.0,Low
Stable Market,OXC-015,2025-07-01,79318.0,60540.0,0.237,17122.0,1656.0,153037.0,15.2,39.0,43.5,363,77390.0,0.35,0,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.09929367945311263,0.020877984820595576,8.938032940077093,1.0,-23.8,0,0.0,Low
Stable Market,OXC-015,2025-08-01,80749.0,64275.0,0.204,11595.0,4879.0,147324.0,17.2,48.7,24.6,432,83951.0,0.4,0,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.00866736234730836,0.0604218008891751,12.70582147477361,1.0,-31.500000000000004,0,0.0,Low
Stable Market,OXC-015,2025-09-01,76249.0,59860.0,0.215,14964.0,1425.0,148732.0,19.1,37.7,30.3,230,74177.0,0.22,1,1,0,0,0,23400.0,23400.0,0.0,On Time,0.07284162539396677,0.018688769688782803,9.93932103715584,1.0,-18.6,0,0.0,Low
Stable Market,OXC-015,2025-10-01,80263.0,64327.0,0.199,12166.0,3771.0,153208.0,18.6,45.6,23.0,212,79182.0,0.41,0,1,0,0,0,23400.0,23400.0,0.0,On Time,0.011914067424796393,0.04698304324533097,12.593128390596744,1.0,-27.0,0,0.0,Low
Stable Market,OXC-015,2025-11-01,79063.0,60671.0,0.233,10464.0,7927.0,159293.0,20.6,48.2,25.2,358,80114.0,0.47,1,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.020879515535796145,0.10026181652606149,15.22295489296636,1.0,-27.6,0,0.0,Low
Stable Market,OXC-015,2025-12-01,79104.0,64676.0,0.182,12228.0,2199.0,160551.0,22.1,40.1,33.5,393,74772.0,0.38,0,1,0,0,0,23400.0,23400.0,0.0,On Time,0.03744311400805267,0.02779884708737864,13.129784102060844,1.0,-18.0,0,0.0,Low
Stable Market,OXC-015,2026-01-01,71699.0,59916.0,0.164,13365.0,-1582.0,157988.0,20.1,27.3,33.8,190,65694.0,0.61,0,0,5,0,0,23400.0,23400.0,0.0,On Time,-0.10669922629355988,-0.022064463939524957,11.82102506546951,1.0,-7.199999999999999,0,0.0,Low
Stable Market,OXC-015,2026-02-01,64988.0,55643.0,0.144,13606.0,-4261.0,149371.0,18.7,30.5,33.4,159,62681.0,0.7,1,1,0,0,0,23400.0,23400.0,15.0,Late,-0.17802258958046113,-0.06556595063704068,10.978318388946054,1.0,-11.8,0,0.0,Low
Stable Market,OXC-015,2026-03-01,54562.0,47238.0,0.134,11791.0,-4466.0,145488.0,22.6,37.8,30.4,372,53137.0,0.67,1,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.3102497977346278,-0.08185183827572302,12.338902552794504,1.0,-15.199999999999996,0,0.0,Low
Stable Market,OXC-015,2026-04-01,65401.0,52527.0,0.197,13628.0,-754.0,146482.0,26.1,29.6,32.4,166,66499.0,0.47,0,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.08783943988061205,-0.011528875705264445,10.748605811564426,1.0,-3.5,0,0.0,Low
Stable Market,OXC-015,2026-05-01,60939.0,46279.0,0.241,13377.0,1283.0,144639.0,25.7,43.8,43.0,158,62162.0,0.3,0,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.06230380993414164,0.021053840725971874,10.81251401659565,1.0,-18.099999999999998,0,0.0,Low
Stable Market,OXC-015,2026-06-01,62156.0,45202.0,0.273,8655.0,8299.0,151353.0,24.6,46.4,20.5,159,60047.0,0.21,0,1,0,0,0,23400.0,23400.0,0.0,On Time,0.13918111506176456,0.13351888795932815,17.48734835355286,1.0,-21.799999999999997,0,0.0,Low
Stable Market,OXC-015,2026-07-01,62455.0,49909.0,0.201,9594.0,2952.0,150731.0,23.5,41.3,34.5,235,64358.0,0.38,0,1,0,0,0,23400.0,23400.0,0.0,On Time,-0.045045182795370065,0.04726603154271075,15.710965186574942,1.0,-17.799999999999997,0,0.0,Low
Realistic Baseline,OXC-001,2024-11-01,135590.0,97739.0,0.279,24736.0,13114.0,119677.0,53.6,31.4,28.4,746,134902.0,0.23,1,0,6,0,0,,,0.0,,-0.09129292550197032,0.09671804705361753,4.838171086675291,1.0,22.200000000000003,0,0.0,Low
Realistic Baseline,OXC-001,2024-12-01,137527.0,100892.0,0.266,26854.0,9781.0,113093.0,53.8,40.3,22.8,538,142679.0,0.24,0,1,0,0,0,,,0.0,,0.1967402843766859,0.07112057995884445,4.211402398152975,1.0,13.5,0,0.0,Low
Realistic Baseline,OXC-001,2025-01-01,98646.0,69419.0,0.296,12031.0,17196.0,119514.0,53.6,43.2,29.0,455,92715.0,0.28,0,1,0,0,0,,,0.0,,-0.21512058114462573,0.1743202968189283,9.933837586235558,1.0,10.399999999999999,0,0.0,Low
Realistic Baseline,OXC-001,2025-02-01,112408.0,76107.0,0.323,17610.0,18691.0,128118.0,53.1,34.0,36.1,432,123108.0,0.3,0,1,0,0,0,,,0.0,,-0.17097131056862602,0.16627820083979789,7.275298126064736,1.0,19.1,0,0.0,Low
Realistic Baseline,OXC-001,2025-03-01,128136.0,86586.0,0.324,23781.0,17768.0,132935.0,54.9,54.8,32.2,662,131253.0,0.57,0,0,1,0,0,,,0.0,,-0.06828477317181358,0.1386651682587251,5.5899667802026825,1.0,0.10000000000000142,0,0.0,Low
Realistic Baseline,OXC-001,2025-04-01,107535.0,88158.0,0.18,20131.0,-754.0,130512.0,53.4,50.9,42.3,321,121194.0,0.73,0,1,0,0,1,,,0.0,,0.09011009062709086,-0.007011670618868275,6.483135462719189,1.0,2.5,0,0.0,Low
Realistic Baseline,OXC-001,2025-05-01,89327.0,69974.0,0.217,15511.0,3842.0,132354.0,54.9,48.2,36.0,273,87055.0,0.96,0,1,0,0,0,,,0.0,,-0.2053323606860722,0.04301051193927928,8.532912126877699,1.0,6.699999999999996,1,99.8,High
Realistic Baseline,OXC-001,2025-06-01,95150.0,76149.0,0.2,15712.0,3289.0,130664.0,56.5,51.8,47.2,231,105516.0,0.96,1,1,0,1,0,,,0.0,,-0.2574296060435787,0.0345664739884393,8.316191446028514,1.0,4.700000000000003,1,100.0,High
Realistic Baseline,OXC-001,2025-07-01,96507.0,76822.0,0.204,15327.0,4357.0,129483.0,55.7,38.6,26.7,278,94455.0,0.96,0,1,0,0,0,,,0.0,,-0.10255265727437579,0.04514698415658968,8.448032883147388,1.0,17.1,1,99.8,High
Realistic Baseline,OXC-001,2025-08-01,51816.0,44749.0,0.136,10447.0,-3381.0,131406.0,54.0,48.9,42.2,174,54030.0,0.96,0,1,0,0,0,,,0.0,,-0.4199290248189237,-0.06525011579434924,12.57834785105772,1.0,5.100000000000001,0,0.0,Low
Realistic Baseline,OXC-001,2025-09-01,38388.0,36024.0,0.062,5617.0,-3253.0,124261.0,53.6,39.1,41.0,113,39113.0,0.96,0,1,0,0,0,,,0.0,,-0.5965528113504992,-0.08474002292383036,22.122307281466977,1.0,14.5,0,0.0,Low
Realistic Baseline,OXC-001,2025-10-01,23741.0,22871.0,0.037,4814.0,-3944.0,118678.0,52.3,53.6,36.6,149,20766.0,0.96,1,0,10,0,0,,,0.0,,-0.7539971193799413,-0.16612611094730634,24.65267968425426,1.0,-1.3000000000000043,0,0.0,Low
Realistic Baseline,OXC-001,2025-11-01,20913.0,20703.0,0.01,4136.0,-3927.0,119994.0,53.6,43.3,47.2,135,20469.0,0.96,0,0,1,0,0,,,0.0,,-0.596398795738768,-0.18777793716826854,29.012088974854933,1.0,10.300000000000004,0,90.6,High
Realistic Baseline,OXC-001,2025-12-01,10321.0,9721.0,0.058,1316.0,-716.0,119051.0,53.8,36.4,47.4,44,11368.0,0.96,0,0,7,0,0,,,0.0,,-0.7311399395644472,-0.06937312275942253,90.46428571428571,1.0,17.4,0,0.0,Low
Realistic Baseline,OXC-001,2026-01-01,7889.0,7810.0,0.01,1668.0,-1590.0,111632.0,54.5,43.4,33.1,47,7122.0,0.96,1,0,15,0,0,,,0.0,,-0.6677056568805021,-0.20154645709215363,66.92565947242207,1.0,11.100000000000001,0,0.0,Low
Realistic Baseline,OXC-001,2026-02-01,5612.0,5556.0,0.01,1057.0,-1001.0,112258.0,48.7,57.2,33.5,25,5849.0,0.96,1,0,17,0,0,,,0.0,,-0.7316501697508726,-0.17836778332145403,106.20435193945127,1.0,-8.5,0,0.0,Low
Realistic Baseline,OXC-001,2026-03-01,3000.0,2970.0,0.01,523.0,-493.0,114497.0,50.1,42.7,28.2,8,3182.0,0.96,1,1,0,0,0,,,0.0,,-0.7093304912314697,-0.16433333333333333,218.92351816443593,1.0,7.399999999999999,0,0.0,Low
Realistic Baseline,OXC-001,2026-04-01,3000.0,2970.0,0.01,608.0,-578.0,121712.0,51.6,47.0,29.5,16,3222.0,0.96,1,0,14,0,0,,,0.0,,-0.6197236658638611,-0.19266666666666668,200.18421052631578,1.0,4.600000000000001,0,0.0,Low
Realistic Baseline,OXC-001,2026-05-01,3000.0,2970.0,0.01,518.0,-488.0,130764.0,50.0,43.1,42.6,10,2884.0,0.96,0,0,6,0,0,,,0.0,,-0.46543121881682115,-0.16266666666666665,252.44015444015443,1.0,6.899999999999999,0,0.0,Low
Realistic Baseline,OXC-001,2026-06-01,3000.0,2970.0,0.01,443.0,-413.0,131302.0,51.6,45.0,26.3,10,3179.0,0.96,0,1,0,0,0,,,0.0,,0.0,-0.13766666666666666,296.392776523702,1.0,6.600000000000001,0,0.0,Low
Realistic Baseline,OXC-001,2026-07-01,3000.0,2970.0,0.01,421.0,-391.0,130012.0,55.2,40.5,40.0,14,2907.0,0.96,0,1,0,0,0,,,0.0,,0.0,-0.13033333333333333,308.8171021377672,1.0,14.700000000000003,0,0.0,Low
